Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[250]    0.0    0.00    0.00      22         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [250]
                0.00    0.00      22/22          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [249]
                0.00    0.00      22/22          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [248]
-----------------------------------------------
                0.00    0.00      21/21          stbi__parse_zlib(stbi__zbuf*, int) [406]
[251]    0.0    0.00    0.00      21         stbi__parse_huffman_block(stbi__zbuf*) [251]
                0.00    0.00  121582/124937      stbi__zhuffman_decode(stbi__zbuf*, stbi__zhuffman*) [102]
                0.00    0.00   38868/39596       stbi__zreceive(stbi__zbuf*, int) [106]
-----------------------------------------------
                0.00    0.00      21/21          stbi__parse_zlib(stbi__zbuf*, int) [406]
[252]    0.0    0.00    0.00      21         stbi__compute_huffman_codes(stbi__zbuf*) [252]
                0.00    0.00    3355/124937      stbi__zhuffman_decode(stbi__zbuf*, stbi__zhuffman*) [102]
                0.00    0.00     686/39596       stbi__zreceive(stbi__zbuf*, int) [106]
                0.00    0.00      63/63          stbi__zbuild_huffman(stbi__zhuffman*, unsigned char const*, int) [236]
-----------------------------------------------
                0.00    0.00      18/18          std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<unsigned char*> >, std::is_move_constructible<unsigned char*>, std::is_move_assignable<unsigned char*> >::value, void>::type std::swap<unsigned char*>(unsigned char*&, unsigned char*&) [323]
[253]    0.0    0.00    0.00      18         std::remove_reference<unsigned char*&>::type&& std::move<unsigned char*&>(unsigned char*&) [253]
-----------------------------------------------
                0.00    0.00      17/17          std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [260]
[254]    0.0    0.00    0.00      17         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [254]
-----------------------------------------------
                0.00    0.00      17/17          std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [261]
[255]    0.0    0.00    0.00      17         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [255]
                0.00    0.00      17/17          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [256]
-----------------------------------------------
                0.00    0.00      17/17          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [255]
[256]    0.0    0.00    0.00      17         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [256]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [258]
[257]    0.0    0.00    0.00      17         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [257]
                0.00    0.00      17/17          std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [261]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [259]
[258]    0.0    0.00    0.00      17         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [258]
                0.00    0.00      17/17          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [257]
-----------------------------------------------
                0.00    0.00       6/17          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [320]
                0.00    0.00      11/17          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [279]
[259]    0.0    0.00    0.00      17         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [259]
                0.00    0.00      17/22          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [247]
                0.00    0.00      17/17          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [258]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [249]
[260]    0.0    0.00    0.00      17         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [260]
                0.00    0.00      17/17          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [254]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [257]
[261]    0.0    0.00    0.00      17         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [261]
                0.00    0.00      17/17          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [255]
-----------------------------------------------
                0.00    0.00       8/16          void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int&&) [363]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::difference_type __gnu_cxx::operator-<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [353]
[262]    0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const [262]
-----------------------------------------------
                0.00    0.00       5/16          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::get_allocator() const [326]
                0.00    0.00      11/16          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [279]
[263]    0.0    0.00    0.00      16         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [263]
-----------------------------------------------
                0.00    0.00      16/16          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<unsigned int*>(std::move_iterator<unsigned int*>) [267]
[264]    0.0    0.00    0.00      16         std::move_iterator<unsigned int*>::base() const [264]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [354]
[265]    0.0    0.00    0.00      16         std::vector<unsigned int, std::allocator<unsigned int> >::size() const [265]
-----------------------------------------------
                0.00    0.00      16/16          std::move_iterator<unsigned int*> std::__make_move_if_noexcept_iterator<unsigned int, std::move_iterator<unsigned int*> >(unsigned int*) [269]
[266]    0.0    0.00    0.00      16         std::move_iterator<unsigned int*>::move_iterator(unsigned int*) [266]
-----------------------------------------------
                0.00    0.00      16/16          unsigned int* std::copy<std::move_iterator<unsigned int*>, unsigned int*>(std::move_iterator<unsigned int*>, std::move_iterator<unsigned int*>, unsigned int*) [312]
