Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[193]    0.0    0.00    0.00    1280         __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [193]
-----------------------------------------------
                0.00    0.00    1280/1280        std::allocator<double>::allocator() [199]
[194]    0.0    0.00    0.00    1280         __gnu_cxx::new_allocator<double>::new_allocator() [194]
-----------------------------------------------
                0.00    0.00    1280/1280        __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [192]
[195]    0.0    0.00    0.00    1280         __gnu_cxx::new_allocator<double>::max_size() const [195]
-----------------------------------------------
                0.00    0.00    1280/1280        std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [212]
[196]    0.0    0.00    0.00    1280         std::initializer_list<double>::end() const [196]
                0.00    0.00    1280/2560        std::initializer_list<double>::begin() const [165]
                0.00    0.00    1280/1280        std::initializer_list<double>::size() const [197]
-----------------------------------------------
                0.00    0.00    1280/1280        std::initializer_list<double>::end() const [196]
[197]    0.0    0.00    0.00    1280         std::initializer_list<double>::size() const [197]
-----------------------------------------------
                0.00    0.00    1280/1280        std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [203]
[198]    0.0    0.00    0.00    1280         std::allocator<double>::allocator(std::allocator<double> const&) [198]
                0.00    0.00    1280/1280        __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [193]
-----------------------------------------------
                0.00    0.00    1280/1280        tag_pixels(int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [5]
[199]    0.0    0.00    0.00    1280         std::allocator<double>::allocator() [199]
                0.00    0.00    1280/1280        __gnu_cxx::new_allocator<double>::new_allocator() [194]
-----------------------------------------------
                0.00    0.00    1280/1280        double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [216]
[200]    0.0    0.00    0.00    1280         double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [200]
-----------------------------------------------
                0.00    0.00    1280/1280        void std::_Destroy<double*>(double*, double*) [222]
[201]    0.0    0.00    0.00    1280         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [201]
-----------------------------------------------
                0.00    0.00    1280/1280        void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [211]
[202]    0.0    0.00    0.00    1280         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [202]
                0.00    0.00    1280/1280        std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [209]
-----------------------------------------------
                0.00    0.00    1280/1280        std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [206]
[203]    0.0    0.00    0.00    1280         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [203]
                0.00    0.00    1280/1280        std::allocator<double>::allocator(std::allocator<double> const&) [198]
-----------------------------------------------
                0.00    0.00    1280/1280        std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [207]
[204]    0.0    0.00    0.00    1280         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [204]
                0.00    0.00    1280/2560        std::allocator<double>::~allocator() [166]
-----------------------------------------------
                0.00    0.00    1280/1280        std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [207]
[205]    0.0    0.00    0.00    1280         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [205]
                0.00    0.00    1280/1280        std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [208]
-----------------------------------------------
                0.00    0.00    1280/1280        std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [212]
[206]    0.0    0.00    0.00    1280         std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [206]
                0.00    0.00    1280/1280        std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [203]
-----------------------------------------------
                0.00    0.00    1280/1280        std::vector<double, std::allocator<double> >::~vector() [213]
[207]    0.0    0.00    0.00    1280         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [207]
                0.00    0.00    1280/1280        std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [205]
                0.00    0.00    1280/1280        std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [204]
-----------------------------------------------
                0.00    0.00    1280/1280        std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [205]
[208]    0.0    0.00    0.00    1280         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [208]
                0.00    0.00    1280/1280        __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [191]
-----------------------------------------------
                0.00    0.00    1280/1280        std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [202]
[209]    0.0    0.00    0.00    1280         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [209]
                0.00    0.00    1280/1280        __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [192]
-----------------------------------------------
                0.00    0.00    1280/1280        double* std::uninitialized_copy<double const*, double*>(double const*, double const*, double*) [218]
[210]    0.0    0.00    0.00    1280         double* std::__uninitialized_copy<true>::__uninit_copy<double const*, double*>(double const*, double const*, double*) [210]
                0.00    0.00    1280/1280        double* std::copy<double const*, double*>(double const*, double const*, double*) [221]
-----------------------------------------------
                0.00    0.00    1280/1280        std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [212]
[211]    0.0    0.00    0.00    1280         void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [211]
                0.00    0.00    1280/1280        std::iterator_traits<double const*>::difference_type std::distance<double const*>(double const*, double const*) [224]
                0.00    0.00    1280/1280        std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [202]
                0.00    0.00    1280/2560        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [167]
                0.00    0.00    1280/1280        double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&) [220]
-----------------------------------------------
                0.00    0.00    1280/1280        tag_pixels(int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [5]
[212]    0.0    0.00    0.00    1280         std::vector<double, std::allocator<double> >::vector(std::initializer_list<double>, std::allocator<double> const&) [212]
                0.00    0.00    1280/1280        std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [206]
                0.00    0.00    1280/2560        std::initializer_list<double>::begin() const [165]
                0.00    0.00    1280/1280        std::initializer_list<double>::end() const [196]
                0.00    0.00    1280/1280        void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [211]
-----------------------------------------------
                0.00    0.00    1280/1280        tag_pixels(int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [5]
[213]    0.0    0.00    0.00    1280         std::vector<double, std::allocator<double> >::~vector() [213]
                0.00    0.00    1280/2560        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [167]
                0.00    0.00    1280/1280        std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [207]
                0.00    0.00    1280/1280        void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [223]
-----------------------------------------------
                0.00    0.00    1280/1280        std::iterator_traits<double const*>::difference_type std::distance<double const*>(double const*, double const*) [224]
[214]    0.0    0.00    0.00    1280         std::iterator_traits<double const*>::difference_type std::__distance<double const*>(double const*, double const*, std::random_access_iterator_tag) [214]
-----------------------------------------------
                0.00    0.00    1280/1280        double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [217]
[215]    0.0    0.00    0.00    1280         double* std::__niter_base<double*>(double*) [215]
-----------------------------------------------
                0.00    0.00    1280/1280        double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [217]
[216]    0.0    0.00    0.00    1280         double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [216]
                0.00    0.00    1280/1280        double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [200]
-----------------------------------------------
                0.00    0.00    1280/1280        double* std::copy<double const*, double*>(double const*, double const*, double*) [221]
[217]    0.0    0.00    0.00    1280         double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [217]
                0.00    0.00    2560/2560        double const* std::__niter_base<double const*>(double const*) [169]
                0.00    0.00    1280/1280        double* std::__niter_base<double*>(double*) [215]
                0.00    0.00    1280/1280        double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*) [216]
-----------------------------------------------
                0.00    0.00    1280/1280        double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&) [220]
[218]    0.0    0.00    0.00    1280         double* std::uninitialized_copy<double const*, double*>(double const*, double const*, double*) [218]
                0.00    0.00    1280/1280        double* std::__uninitialized_copy<true>::__uninit_copy<double const*, double*>(double const*, double const*, double*) [210]
-----------------------------------------------
                0.00    0.00    1280/1280        std::iterator_traits<double const*>::difference_type std::distance<double const*>(double const*, double const*) [224]
[219]    0.0    0.00    0.00    1280         std::iterator_traits<double const*>::iterator_category std::__iterator_category<double const*>(double const* const&) [219]
-----------------------------------------------
                0.00    0.00    1280/1280        void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [211]
[220]    0.0    0.00    0.00    1280         double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&) [220]
                0.00    0.00    1280/1280        double* std::uninitialized_copy<double const*, double*>(double const*, double const*, double*) [218]
-----------------------------------------------
                0.00    0.00    1280/1280        double* std::__uninitialized_copy<true>::__uninit_copy<double const*, double*>(double const*, double const*, double*) [210]
[221]    0.0    0.00    0.00    1280         double* std::copy<double const*, double*>(double const*, double const*, double*) [221]
                0.00    0.00    2560/2560        double const* std::__miter_base<double const*>(double const*) [168]
                0.00    0.00    1280/1280        double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [217]
-----------------------------------------------
                0.00    0.00    1280/1280        void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [223]
[222]    0.0    0.00    0.00    1280         void std::_Destroy<double*>(double*, double*) [222]
                0.00    0.00    1280/1280        void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [201]
-----------------------------------------------
                0.00    0.00    1280/1280        std::vector<double, std::allocator<double> >::~vector() [213]
[223]    0.0    0.00    0.00    1280         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [223]
                0.00    0.00    1280/1280        void std::_Destroy<double*>(double*, double*) [222]
-----------------------------------------------
                0.00    0.00    1280/1280        void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [211]
[224]    0.0    0.00    0.00    1280         std::iterator_traits<double const*>::difference_type std::distance<double const*>(double const*, double const*) [224]
                0.00    0.00    1280/1280        std::iterator_traits<double const*>::iterator_category std::__iterator_category<double const*>(double const* const&) [219]
                0.00    0.00    1280/1280        std::iterator_traits<double const*>::difference_type std::__distance<double const*>(double const*, double const*, std::random_access_iterator_tag) [214]
-----------------------------------------------
                0.00    0.00      16/845         stbi__check_png_header(stbi__context*) [374]
                0.00    0.00      56/845         stbi__get16be(stbi__context*) [243]
                0.00    0.00     773/845         stbi__parse_png_file(stbi__png*, int, int) [410]
[225]    0.0    0.00    0.00     845         stbi__get8(stbi__context*) [225]
                0.00    0.00       7/8           stbi__refill_buffer(stbi__context*) [292]
-----------------------------------------------
                0.00    0.00     624/624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [227]
[226]    0.0    0.00    0.00     624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [226]
-----------------------------------------------
                0.00    0.00     624/624         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [444]
[227]    0.0    0.00    0.00     624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [227]
                0.00    0.00     624/624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [226]
-----------------------------------------------
                0.00    0.00     623/623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [229]
[228]    0.0    0.00    0.00     623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [228]
-----------------------------------------------
                0.00    0.00     623/623         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [444]
[229]    0.0    0.00    0.00     623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [229]
                0.00    0.00     623/623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [228]
-----------------------------------------------
                0.00    0.00     512/512         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [234]
[230]    0.0    0.00    0.00     512         std::uniform_int_distribution<int>::param_type::a() const [230]
-----------------------------------------------
                0.00    0.00     256/256         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [234]
[231]    0.0    0.00    0.00     256         std::uniform_int_distribution<int>::param_type::b() const [231]
-----------------------------------------------
                0.00    0.00     256/256         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [234]
[232]    0.0    0.00    0.00     256         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [232]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [443]
-----------------------------------------------
                0.00    0.00     256/256         select_random(std::vector<int, std::allocator<int> >, int, int) [22]
[233]    0.0    0.00    0.00     256         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [233]
                0.00    0.00     256/256         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [234]
-----------------------------------------------
                0.00    0.00     256/256         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [233]
[234]    0.0    0.00    0.00     256         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [234]
                0.00    0.00     512/512         std::uniform_int_distribution<int>::param_type::a() const [230]
                0.00    0.00     256/256         std::uniform_int_distribution<int>::param_type::b() const [231]
                0.00    0.00     256/256         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [232]
-----------------------------------------------
                0.00    0.00      90/90          std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::vector<int, std::allocator<int> >*> >, std::is_move_constructible<std::vector<int, std::allocator<int> >*>, std::is_move_assignable<std::vector<int, std::allocator<int> >*> >::value, void>::type std::swap<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*&, std::vector<int, std::allocator<int> >*&) [242]
[235]    0.0    0.00    0.00      90         std::remove_reference<std::vector<int, std::allocator<int> >*&>::type&& std::move<std::vector<int, std::allocator<int> >*&>(std::vector<int, std::allocator<int> >*&) [235]
-----------------------------------------------
                0.00    0.00      63/63          stbi__compute_huffman_codes(stbi__zbuf*) [252]
[236]    0.0    0.00    0.00      63         stbi__zbuild_huffman(stbi__zhuffman*, unsigned char const*, int) [236]
                0.00    0.00    2091/4975        stbi__bit_reverse(int, int) [127]
-----------------------------------------------
                0.00    0.00       6/49          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_initialize(unsigned long) [319]
                0.00    0.00      10/49          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_move_assign(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::integral_constant<bool, true>) [28]
                0.00    0.00      11/49          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [279]
                0.00    0.00      22/49          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [17]
[237]    0.0    0.00    0.00      49         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [237]
-----------------------------------------------
                0.00    0.00      44/44          std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [239]
[238]    0.0    0.00    0.00      44         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [238]
-----------------------------------------------
                0.00    0.00       1/44          select_random(std::vector<int, std::allocator<int> >, int, int) [22]
                0.00    0.00       5/44          tag_pixels(int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [5]
                0.00    0.00       5/44          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_move_assign(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&&, std::integral_constant<bool, true>) [28]
                0.00    0.00      11/44          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [279]
                0.00    0.00      22/44          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [248]
[239]    0.0    0.00    0.00      44         std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [239]
                0.00    0.00      44/44          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [238]
-----------------------------------------------
                0.00    0.00      38/38          std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [241]
[240]    0.0    0.00    0.00      38         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [240]
-----------------------------------------------
                0.00    0.00       5/38          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::get_allocator() const [326]
                0.00    0.00      11/38          std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::select_on_container_copy_construction(std::allocator<std::vector<int, std::allocator<int> > > const&) [277]
                0.00    0.00      22/38          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [247]
[241]    0.0    0.00    0.00      38         std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [241]
                0.00    0.00      38/38          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [240]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_M_swap_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&) [284]
[242]    0.0    0.00    0.00      30         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::vector<int, std::allocator<int> >*> >, std::is_move_constructible<std::vector<int, std::allocator<int> >*>, std::is_move_assignable<std::vector<int, std::allocator<int> >*> >::value, void>::type std::swap<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*&, std::vector<int, std::allocator<int> >*&) [242]
                0.00    0.00      90/90          std::remove_reference<std::vector<int, std::allocator<int> >*&>::type&& std::move<std::vector<int, std::allocator<int> >*&>(std::vector<int, std::allocator<int> >*&) [235]
-----------------------------------------------
                0.00    0.00      28/28          stbi__get32be(stbi__context*) [270]
[243]    0.0    0.00    0.00      28         stbi__get16be(stbi__context*) [243]
                0.00    0.00      56/845         stbi__get8(stbi__context*) [225]
-----------------------------------------------
                0.00    0.00       4/28          void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int&&) [363]
                0.00    0.00       8/28          void std::vector<unsigned int, std::allocator<unsigned int> >::emplace_back<unsigned int>(unsigned int&&) [303]
                0.00    0.00       8/28          void std::allocator_traits<std::allocator<unsigned int> >::construct<unsigned int, unsigned int>(std::allocator<unsigned int>&, unsigned int*, unsigned int&&) [301]
                0.00    0.00       8/28          void __gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int>(unsigned int*, unsigned int&&) [293]
[244]    0.0    0.00    0.00      28         unsigned int&& std::forward<unsigned int>(std::remove_reference<unsigned int>::type&) [244]
-----------------------------------------------
                0.00    0.00      24/24          unsigned int* std::__copy_move_a2<true, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [308]
[245]    0.0    0.00    0.00      24         unsigned int* std::__niter_base<unsigned int*>(unsigned int*) [245]
-----------------------------------------------
                0.00    0.00      11/22          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() const [276]
                0.00    0.00      11/22          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() const [274]
[246]    0.0    0.00    0.00      22         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> > const* const&) [246]
-----------------------------------------------
                0.00    0.00       5/22          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::allocator<std::vector<int, std::allocator<int> > > const&) [332]
                0.00    0.00      17/22          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [259]
[247]    0.0    0.00    0.00      22         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [247]
                0.00    0.00      22/38          std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [241]
-----------------------------------------------
                0.00    0.00      22/22          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [250]
[248]    0.0    0.00    0.00      22         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [248]
                0.00    0.00      22/44          std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [239]
-----------------------------------------------
                0.00    0.00      22/22          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [250]
[249]    0.0    0.00    0.00      22         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [249]
                0.00    0.00      17/17          std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [260]
-----------------------------------------------
                0.00    0.00      22/22          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [17]
